Level Reached,Champion,Map,Kills,Deaths,Assists,Minions,Money Earned,Date Played
16,Ornn,Howling Abyss,4,9,27,38,9.9k,10/24/2020
15,Ezreal,Howling Abyss,8,11,10,38,10.7k,10/24/2020
14,Karma,Howling Abyss,8,9,10,26,10.1k,10/24/2020
17,Sett,Howling Abyss,5,7,25,34,10.8k,10/24/2020
18,Veigar,Howling Abyss,11,10,17,79,12.8k,10/23/2020
18,Ekko,Howling Abyss,5,15,26,77,14.5k,10/23/2020
16,Aurelion Sol,Howling Abyss,7,14,18,58,11.0k,10/23/2020
18,Vel'Koz,Howling Abyss,12,11,30,65,14.8k,10/22/2020
17,Kog'Maw,Howling Abyss,9,8,17,55,11.9k,10/22/2020
18,Morgana,Howling Abyss,8,10,22,77,14.7k,10/21/2020
18,Sett,Howling Abyss,8,16,19,37,14.0k,10/21/2020
16,Aphelios,Howling Abyss,12,9,18,54,12.8k,10/11/2020
16,Nidalee,Howling Abyss,8,9,10,23,10.9k,10/11/2020
17,Ziggs,Howling Abyss,8,3,25,36,11.4k,10/11/2020
8,Kayn,Howling Abyss,1,5,4,9,5.0k,10/11/2020
16,Veigar,Howling Abyss,5,13,18,58,11.1k,10/11/2020
18,Kalista,Howling Abyss,17,15,26,129,18.9k,10/11/2020
15,Pyke,Howling Abyss,4,12,11,13,11.1k,10/11/2020
18,Vel'Koz,Howling Abyss,13,9,25,52,14.3k,10/9/2020
18,Samira,Howling Abyss,18,13,23,48,15.9k,10/2/2020
15,Miss Fortune,Howling Abyss,7,12,13,55,10.7k,10/1/2020
18,Jarvan IV,Howling Abyss,5,15,33,43,13.4k,9/27/2020
10,Sylas,Howling Abyss,2,8,6,13,5.5k,9/20/2020
18,Jinx,Howling Abyss,15,18,31,101,21.0k,9/20/2020
16,Sett,Howling Abyss,8,8,19,32,12.1k,9/20/2020
15,Tristana,Howling Abyss,6,10,21,40,10.4k,9/20/2020
18,Yone,Howling Abyss,12,18,23,51,17.4k,9/20/2020
16,Kog'Maw,Howling Abyss,10,13,18,74,12.2k,9/19/2020
13,Kalista,Howling Abyss,4,9,5,58,8.9k,9/19/2020
16,Heimerdinger,Howling Abyss,7,13,15,59,11.5k,9/19/2020
12,Sona,Howling Abyss,2,10,9,17,7.1k,9/19/2020
18,Ezreal,Howling Abyss,12,6,22,87,14.4k,9/18/2020
18,Miss Fortune,Howling Abyss,15,13,12,71,15.5k,9/18/2020
17,Bard,Howling Abyss,7,13,20,37,10.6k,9/18/2020
12,Aurelion Sol,Howling Abyss,6,11,11,45,7.9k,9/18/2020
12,Sylas,Howling Abyss,4,7,6,17,8.0k,9/12/2020
18,Xayah,Howling Abyss,9,17,26,80,16.3k,9/12/2020
15,Teemo,Howling Abyss,7,10,17,26,9.7k,9/8/2020
18,Aphelios,Howling Abyss,9,15,19,47,12.7k,9/8/2020
15,Master Yi,Howling Abyss,7,14,9,32,9.6k,9/8/2020
13,Zyra,Howling Abyss,3,11,18,38,8.5k,9/8/2020
18,Sett,Howling Abyss,7,15,27,25,12.2k,9/5/2020
15,Pyke,Howling Abyss,7,15,9,12,10.7k,9/5/2020
18,Jhin,Howling Abyss,5,9,39,67,13.4k,9/5/2020
18,Lillia,Howling Abyss,10,14,22,41,14.3k,9/5/2020
10,Gnar,Howling Abyss,4,3,11,11,5.8k,9/5/2020
18,Xayah,Howling Abyss,8,14,22,74,14.6k,9/5/2020
16,Ezreal,Howling Abyss,10,9,15,55,11.3k,9/5/2020
14,Ezreal,Howling Abyss,10,2,14,33,10.0k,9/5/2020
12,Ahri,Howling Abyss,5,7,6,31,7.6k,9/3/2020
17,Zilean,Howling Abyss,8,5,14,36,11.5k,9/3/2020
18,Annie,Howling Abyss,10,17,28,56,17.5k,9/3/2020
16,Kalista,Howling Abyss,13,12,17,45,12.9k,9/3/2020
17,Sett,Howling Abyss,4,14,15,25,11.1k,9/1/2020
18,Brand,Howling Abyss,19,12,21,23,14.1k,9/1/2020
18,Lux,Howling Abyss,5,8,38,35,11.9k,9/1/2020
18,Pyke,Howling Abyss,18,16,18,15,16.4k,9/1/2020
16,Lux,Howling Abyss,5,10,22,41,11.1k,9/1/2020
18,Ahri,Howling Abyss,10,13,47,46,14.6k,8/30/2020
17,Sett,Howling Abyss,7,16,18,31,11.6k,8/29/2020
18,Quinn,Howling Abyss,11,22,29,81,17.4k,8/29/2020
14,Miss Fortune,Howling Abyss,9,5,21,38,10.4k,8/29/2020
15,Karma,Howling Abyss,2,10,16,22,8.8k,8/29/2020
18,Miss Fortune,Howling Abyss,12,14,16,131,17.5k,8/29/2020
17,Vel'Koz,Howling Abyss,10,9,27,47,12.7k,8/29/2020
16,Gnar,Howling Abyss,4,9,17,55,11.3k,8/29/2020
14,Tahm Kench,Howling Abyss,8,8,5,21,9.9k,8/28/2020
18,Veigar,Howling Abyss,11,13,18,67,13.1k,8/28/2020
18,Vel'Koz,Howling Abyss,11,11,33,54,14.8k,8/24/2020
17,Miss Fortune,Howling Abyss,6,11,20,68,11.9k,8/20/2020
12,Kalista,Howling Abyss,5,11,5,29,7.0k,8/20/2020
16,Miss Fortune,Howling Abyss,12,13,11,47,12.3k,8/20/2020
18,Garen,Howling Abyss,9,17,15,49,13.1k,8/20/2020
11,Neeko,Summoner's Rift,7,2,26,50,9.0k,8/19/2020
13,Neeko,Summoner's Rift,22,1,8,61,11.9k,8/19/2020
8,Lux,Summoner's Rift,1,6,4,49,5.2k,8/19/2020
12,Kalista,Howling Abyss,2,9,8,41,8.2k,8/19/2020
17,Jayce,Howling Abyss,6,11,17,30,10.6k,8/18/2020
16,Darius,Howling Abyss,6,13,16,23,10.4k,8/18/2020
18,Veigar,Howling Abyss,6,13,0,138,14.5k,8/18/2020
11,Morgana,Summoner's Rift,6,3,11,41,7.6k,8/18/2020
18,Kindred,Howling Abyss,17,18,18,115,18.6k,8/17/2020
16,Kalista,Howling Abyss,20,7,14,39,12.1k,8/17/2020
18,Vayne,Howling Abyss,8,16,17,39,13.3k,8/17/2020
11,Sett,Howling Abyss,7,11,7,17,7.8k,8/17/2020
12,Jhin,Howling Abyss,3,6,11,17,6.8k,8/17/2020
18,Sett,Howling Abyss,17,12,18,39,16.0k,8/16/2020
18,Neeko,Howling Abyss,11,11,32,66,14.6k,8/16/2020
16,Gnar,Howling Abyss,3,8,29,27,9.7k,8/16/2020
18,Blitzcrank,Howling Abyss,7,10,40,32,14.2k,8/16/2020
18,Pyke,Howling Abyss,22,17,16,35,19.9k,8/15/2020
17,Illaoi,Howling Abyss,8,14,21,27,11.5k,8/15/2020
17,Blitzcrank,Howling Abyss,10,8,15,21,12.1k,8/15/2020
12,Morgana,Summoner's Rift Ranked (Draft Mode),1,13,9,47,6.6k,8/15/2020
16,Sett,Howling Abyss,5,11,21,35,9.7k,8/15/2020
14,Ezreal,Howling Abyss,7,9,7,33,9.8k,8/15/2020
14,Brand,Howling Abyss,5,8,8,21,9.0k,8/15/2020
16,Zilean,Howling Abyss,11,6,24,38,11.0k,8/15/2020
18,Nidalee,Howling Abyss,19,8,18,38,15.1k,8/15/2020
18,LeBlanc,Howling Abyss,12,19,19,33,14.7k,8/15/2020
13,Karma,Howling Abyss,7,9,20,14,7.9k,8/14/2020
11,Pyke,Howling Abyss,3,11,8,9,7.4k,8/14/2020
11,Miss Fortune,Howling Abyss,2,10,9,22,6.1k,8/14/2020
18,Jhin,Howling Abyss,15,21,30,116,21.9k,8/14/2020
14,Ashe,Howling Abyss,17,8,22,42,11.4k,8/14/2020
18,Ezreal,Howling Abyss,9,9,21,49,13.0k,8/13/2020
14,Pantheon,Howling Abyss,6,8,13,21,8.5k,8/13/2020
15,Veigar,Howling Abyss,4,8,25,48,10.1k,8/13/2020
10,Soraka,Howling Abyss,1,3,8,12,5.4k,8/13/2020
17,Anivia,Howling Abyss,6,13,20,25,11.4k,8/13/2020
10,Morgana,Howling Abyss,1,7,9,22,5.3k,8/13/2020
18,Miss Fortune,Howling Abyss,6,16,16,58,13.0k,8/13/2020
18,Cho'Gath,Howling Abyss,15,16,22,113,20.4k,8/12/2020
16,Sylas,Howling Abyss,9,17,10,32,11.0k,8/12/2020
15,Gnar,Howling Abyss,3,8,20,23,9.3k,8/12/2020
18,Nidalee,Howling Abyss,25,14,38,53,20.1k,8/6/2020
18,Yasuo,Howling Abyss,7,19,29,44,13.5k,8/6/2020
18,Tristana,Howling Abyss,11,18,31,72,16.7k,8/5/2020
16,Sett,Howling Abyss,2,14,17,17,10.8k,8/5/2020
14,Kindred,Howling Abyss,11,8,15,46,10.1k,8/5/2020
13,Vel'Koz,Howling Abyss,5,12,9,35,9.2k,8/5/2020
18,Lillia,Howling Abyss,7,15,31,61,16.6k,8/5/2020
18,Zilean,Howling Abyss,1,12,34,64,14.2k,8/3/2020
14,Yasuo,Howling Abyss,2,15,7,17,8.3k,8/2/2020
14,Ahri,Howling Abyss,8,9,15,33,9.1k,8/2/2020
18,Lux,Howling Abyss,5,7,30,48,11.8k,8/2/2020
12,Ezreal,Howling Abyss,6,8,6,36,8.1k,8/2/2020
15,Vel'Koz,Howling Abyss,6,8,13,30,9.9k,8/2/2020
14,Vel'Koz,Howling Abyss,4,8,12,34,8.4k,8/2/2020
14,Veigar,Howling Abyss,6,7,17,45,9.0k,8/2/2020
16,Miss Fortune,Howling Abyss,7,10,18,64,11.7k,8/2/2020
18,Sett,Howling Abyss,11,14,23,29,14.5k,8/2/2020
18,Veigar,Howling Abyss,11,17,24,111,18.4k,8/2/2020
16,Vel'Koz,Howling Abyss,13,8,7,48,12.9k,8/2/2020
13,Malzahar,Howling Abyss,2,10,9,22,7.3k,8/2/2020
18,Miss Fortune,Howling Abyss,15,11,20,66,16.0k,8/2/2020
12,Zilean,Howling Abyss,2,2,19,9,6.4k,8/1/2020
16,Zyra,Howling Abyss,6,10,19,71,11.2k,8/1/2020
18,Heimerdinger,Howling Abyss,18,14,22,84,18.7k,8/1/2020
18,Neeko,Howling Abyss,24,22,29,121,25.5k,8/1/2020
17,Master Yi,Howling Abyss,16,16,13,24,12.7k,8/1/2020
18,Nidalee,Howling Abyss,12,7,32,12,12.5k,8/1/2020
13,Teemo,Howling Abyss,2,8,6,15,8.7k,8/1/2020
13,Miss Fortune,Howling Abyss,7,5,16,48,9.2k,7/31/2020
18,Qiyana,Howling Abyss,8,16,12,30,13.4k,7/31/2020
16,Veigar,Howling Abyss,9,10,13,52,10.5k,7/31/2020
14,Elise,Howling Abyss,4,11,13,19,8.7k,7/31/2020
17,Ryze,Howling Abyss,11,12,13,14,12.0k,7/31/2020
17,Sett,Howling Abyss,8,14,22,27,11.2k,7/31/2020
13,Illaoi,Howling Abyss,2,7,17,48,8.7k,7/31/2020
16,Morgana,Howling Abyss,5,5,27,40,10.7k,7/31/2020
14,Lux,Howling Abyss,2,4,29,18,7.8k,7/30/2020
14,Yuumi,Howling Abyss,0,12,9,2,7.3k,7/30/2020
15,Ahri,Howling Abyss,5,14,11,30,9.1k,7/28/2020
18,Zyra,Howling Abyss,3,14,30,29,11.7k,7/28/2020
15,Gnar,Howling Abyss,7,12,16,36,10.1k,7/28/2020
17,Braum,Howling Abyss,10,9,21,37,11.5k,7/28/2020
18,Teemo,Howling Abyss,14,20,34,39,16.8k,7/28/2020
17,Veigar,Howling Abyss,14,5,22,66,13.3k,7/26/2020
16,Gnar,Nexus Blitz,9,10,9,47,13.7k,7/26/2020
16,Gnar,Nexus Blitz,6,9,17,33,11.8k,7/26/2020
18,Vel'Koz,Howling Abyss,14,13,32,59,15.6k,7/26/2020
11,Mordekaiser,Howling Abyss,7,7,7,13,7.8k,7/25/2020
14,Neeko,Howling Abyss,4,9,9,33,8.5k,7/25/2020
18,Twitch,Howling Abyss,7,13,25,24,12.2k,7/25/2020
18,Jhin,Howling Abyss,18,11,23,52,14.9k,7/24/2020
18,Ryze,Howling Abyss,9,17,27,21,14.2k,7/24/2020
18,Ezreal,Howling Abyss,26,12,22,116,20.6k,7/24/2020
18,Nidalee,Howling Abyss,12,8,16,42,13.0k,7/24/2020
14,Zyra,Howling Abyss,3,12,6,44,9.0k,7/23/2020
15,Jhin,Howling Abyss,11,6,9,54,11.9k,7/23/2020
12,Ahri,Nexus Blitz,7,3,17,16,8.7k,7/23/2020
10,Nidalee,Nexus Blitz,2,5,1,15,4.9k,7/23/2020
9,Morgana,Nexus Blitz,0,5,1,16,4.7k,7/23/2020
11,Morgana,Nexus Blitz,3,1,13,12,6.3k,7/23/2020
18,Nidalee,Nexus Blitz,8,11,19,31,13.4k,7/22/2020
14,Lillia,Nexus Blitz,3,11,5,39,9.3k,7/22/2020
18,Morgana,Howling Abyss,9,10,25,82,14.5k,7/22/2020
18,Ryze,Howling Abyss,7,11,25,19,12.5k,7/21/2020
17,Ezreal,Howling Abyss,7,11,9,29,10.8k,7/21/2020
18,Morgana,Summoner's Rift Normal (Draft Mode),6,15,14,180,8.2k,7/21/2020
15,Lux,Summoner's Rift Normal (Draft Mode),6,9,9,96,9.1k,7/20/2020
16,Thresh,Howling Abyss,2,13,31,14,9.8k,7/20/2020
13,Nunu & Willump,Howling Abyss,3,18,18,12,7.1k,7/20/2020
13,Kalista,Howling Abyss,4,4,12,48,9.3k,7/20/2020
18,Annie,Howling Abyss,13,12,20,50,13.3k,7/20/2020
16,Morgana,Howling Abyss,5,9,29,46,11.2k,7/20/2020
9,Neeko,Summoner's Rift Normal (Draft Mode),1,8,2,29,5.0k,7/19/2020
10,Morgana,Summoner's Rift Normal (Draft Mode),3,5,6,75,9.2k,7/19/2020
18,Lee Sin,Howling Abyss,7,16,29,36,5.9k,7/19/2020
18,Miss Fortune,Howling Abyss,16,11,34,18,12.0k,7/19/2020
16,Neeko,Howling Abyss,5,14,24,63,16.0k,7/19/2020
16,Karma,Howling Abyss,3,11,11,29,11.1k,7/19/2020
16,Braum,Howling Abyss,2,11,16,18,9.3k,7/17/2020
18,Zilean,Howling Abyss,6,13,37,17,9.8k,7/17/2020
18,Jayce,Howling Abyss,8,14,26,74,15.5k,7/17/2020
18,Zyra,Howling Abyss,8,11,28,65,14.4k,7/17/2020
18,Teemo,Howling Abyss,13,16,32,53,13.5k,7/12/2020
14,Xayah,Howling Abyss,6,7,9,93,17.1k,7/12/2020
15,Soraka,Howling Abyss,4,10,13,35,8.9k,7/12/2020
18,Vel'Koz,Howling Abyss,13,9,25,17,10.6k,7/12/2020
13,Tahm Kench,Howling Abyss,5,7,14,64,13.6k,7/12/2020
14,Ahri,Howling Abyss,2,11,21,21,8.0k,7/12/2020
14,Ahri,Howling Abyss,4,9,19,12,7.9k,7/11/2020
15,Sett,Howling Abyss,16,7,21,22,8.7k,7/11/2020
18,Lux,Howling Abyss,19,11,30,20,11.5k,7/11/2020
14,Kalista,Howling Abyss,9,10,12,124,22.6k,7/11/2020
15,Taliyah,Howling Abyss,6,13,21,50,10.2k,7/11/2020
14,Veigar,Howling Abyss,7,11,11,23,9.3k,7/11/2020
18,Nami,Howling Abyss,2,14,32,37,9.5k,7/11/2020
18,Ornn,Howling Abyss,5,12,20,35,11.6k,7/11/2020
18,Aatrox,Howling Abyss,8,17,20,15,12.6k,7/11/2020
14,Miss Fortune,Howling Abyss,13,9,14,30,12.8k,7/11/2020
17,Miss Fortune,Howling Abyss,16,9,18,66,12.3k,7/11/2020
18,Ezreal,Howling Abyss,20,12,19,58,13.0k,7/11/2020
18,Sylas,Howling Abyss,11,19,12,99,18.4k,7/11/2020
14,Aphelios,Howling Abyss,12,8,14,36,16.7k,7/10/2020
18,Veigar,Howling Abyss,7,11,23,27,10.0k,7/1/2020
17,Kog'Maw,Howling Abyss,11,13,30,86,12.6k,7/1/2020
17,Sona,Howling Abyss,3,13,21,53,13.0k,7/1/2020
18,Neeko,Howling Abyss,10,13,21,26,11.0k,7/1/2020
14,Zilean,Howling Abyss,4,9,14,52,13.5k,7/1/2020
8,Kayle,Howling Abyss,2,5,2,28,9.0k,7/1/2020
17,Caitlyn,Howling Abyss,3,10,18,7,4.7k,7/1/2020
18,Veigar,Howling Abyss,26,16,36,66,12.0k,6/28/2020
10,Lulu,Howling Abyss,3,7,13,244,28.5k,6/28/2020
18,Vel'Koz,Howling Abyss,13,17,33,14,5.8k,6/28/2020
14,Illaoi,Howling Abyss,6,11,10,85,17.3k,6/28/2020
15,Morgana,Howling Abyss,11,5,11,38,9.3k,6/28/2020
17,Gnar,Howling Abyss,11,11,22,38,10.1k,6/28/2020
18,Annie,Howling Abyss,14,22,46,47,13.6k,6/28/2020
18,Teemo,Howling Abyss,11,18,24,72,21.1k,6/27/2020
18,Nunu & Willump,Howling Abyss,9,15,27,96,18.0k,6/23/2020
17,Ornn,Howling Abyss,4,10,16,44,15.1k,6/22/2020
18,Zilean,Howling Abyss,8,8,24,27,11.6k,6/21/2020
17,Blitzcrank,Howling Abyss,3,10,21,54,12.1k,6/21/2020
16,Miss Fortune,Howling Abyss,5,8,20,30,10.3k,6/21/2020
18,Teemo,Howling Abyss,26,16,28,50,11.3k,6/21/2020
17,Veigar,Howling Abyss,14,3,26,39,18.2k,6/20/2020
18,Draven,Howling Abyss,15,17,10,52,12.4k,6/18/2020
18,Morgana,Howling Abyss,12,5,30,79,15.6k,6/18/2020
14,Veigar,Howling Abyss,9,7,17,39,13.0k,6/17/2020
17,Morgana,Howling Abyss,7,4,27,44,10.2k,6/17/2020
18,Lissandra,Howling Abyss,9,16,29,31,11.1k,6/17/2020
11,Sivir,Howling Abyss,6,7,5,37,13.6k,6/17/2020
13,Teemo,Howling Abyss,16,8,16,46,7.4k,6/14/2020
16,Vel'Koz,Howling Abyss,10,12,16,16,10.3k,6/14/2020
15,Warwick,Howling Abyss,5,12,8,46,11.1k,6/14/2020
10,Kayn,Howling Abyss,2,6,3,26,10.3k,6/14/2020
13,Tristana,Howling Abyss,5,12,9,14,6.1k,6/13/2020
17,Sett,Howling Abyss,16,9,14,40,8.2k,6/13/2020
12,Kled,Howling Abyss,5,6,9,28,12.6k,6/13/2020
18,Nidalee,Howling Abyss,8,9,12,17,7.8k,6/13/2020
18,Lux,Howling Abyss,4,9,25,39,12.6k,6/13/2020
17,Morgana,Howling Abyss,14,7,24,62,14.6k,6/13/2020
17,Ezreal,Howling Abyss,9,12,19,52,13.0k,6/12/2020
17,Ezreal,Howling Abyss,12,10,15,38,12.6k,6/12/2020
18,Quinn,Howling Abyss,18,12,16,42,12.9k,6/12/2020
13,Neeko,Howling Abyss,6,5,22,56,13.7k,6/12/2020
14,Ezreal,Howling Abyss,10,8,8,18,8.8k,6/12/2020
17,Irelia,Howling Abyss,4,13,14,59,10.7k,6/12/2020
18,Lulu,Howling Abyss,10,11,26,62,10.8k,6/12/2020
18,Zilean,Howling Abyss,9,12,28,52,12.8k,6/12/2020
16,Vel'Koz,Howling Abyss,8,9,13,94,15.8k,6/12/2020
18,Zilean,Howling Abyss,14,11,28,32,11.4k,6/12/2020
18,Ezreal,Howling Abyss,13,10,32,44,16.0k,6/11/2020
15,Senna,Howling Abyss,6,7,21,75,14.5k,6/11/2020
14,Veigar,Howling Abyss,11,3,25,29,10.1k,6/11/2020
16,Aphelios,Howling Abyss,20,8,13,36,9.4k,6/11/2020
13,Yuumi,Howling Abyss,5,6,11,67,13.9k,6/9/2020
18,Morgana,Howling Abyss,11,17,23,12,7.9k,6/9/2020
15,Sett,Howling Abyss,7,12,9,49,14.6k,6/8/2020
14,Aatrox,Howling Abyss,8,10,7,29,10.0k,6/8/2020
18,Karthus,Howling Abyss,15,18,19,28,9.6k,6/8/2020
15,Morgana,Howling Abyss,12,6,14,100,16.2k,6/8/2020
14,Vayne,Howling Abyss,7,12,9,32,10.1k,5/15/2020
11,Nidalee,Howling Abyss,3,6,7,30,9.0k,5/15/2020
18,Morgana,Howling Abyss,6,9,33,10,6.9k,4/18/2020
18,Miss Fortune,Howling Abyss,4,12,34,51,13.5k,4/18/2020
16,Ashe,Howling Abyss,5,10,17,82,14.2k,4/18/2020
18,Ezreal,Howling Abyss,28,9,12,59,10.8k,4/18/2020
16,Soraka,Howling Abyss,6,6,26,115,19.9k,4/18/2020
18,Veigar,Howling Abyss,22,4,18,11,9.6k,4/18/2020
16,Kog'Maw,Howling Abyss,11,12,19,74,15.1k,4/18/2020
16,Fizz,Howling Abyss,11,19,8,66,11.7k,4/18/2020
11,Qiyana,Howling Abyss,5,9,6,37,12.5k,4/18/2020
17,Tristana,Howling Abyss,12,14,12,27,7.2k,4/18/2020
17,Ziggs,Howling Abyss,5,9,18,46,12.4k,4/18/2020
18,Ezreal,Howling Abyss,7,11,32,72,11.2k,4/18/2020
18,Aurelion Sol,Howling Abyss,10,15,26,34,12.3k,4/17/2020
17,Kindred,Howling Abyss,17,12,14,62,14.3k,4/17/2020
18,Caitlyn,Howling Abyss,9,11,17,65,14.5k,4/17/2020
11,Kayle,Howling Abyss,4,3,9,70,14.0k,4/17/2020
